# First Pass Simulation (Up to date)
# 1833 data points written for 54 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (lb),Propellant mass (lb),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (K),Air pressure (psi),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
45.741,20237,-231.78,-0.82185,240.77,0.82186,4069,6.0713,4069,0.08549,65.163,0.0030718,28.61,-80.587,0.99659,1.5556,4.3419e-8,-0.014668,-4.0394e-5,5.6305,0,21.897,0.05764,54.406,41.286,6.5604,0.23422,5365444,0,4.178,1.1531,1.1612,0.77745,0.2485,0.12713,0.36933,2.4232,-1.5737e-4,0,0,0,0,-2.5551e-4,9.6894e-4,2,3.1416,-71.05,0.15971,NaN,248.06,6.6894,1037,0.05,0.15385
45.791,20226,-233.1,-0.81739,242.04,0.8174,4072.3,6.0816,4072.3,0.085566,65.164,0.0039588,28.61,-80.587,0.99659,1.7545,4.342e-8,0.010925,-4.0974e-5,5.6305,0,21.897,0.05764,54.188,41.286,6.4514,0.23529,5392034,0,4.2264,1.1532,1.1634,0.77741,0.24855,0.1272,0.4217,2.72,-2.3021e-4,0,0,0,0,1.4043e-4,9.7394e-4,2,3.1416,-71.044,0.16006,NaN,248.08,6.6926,1037.1,0.05,0.15396
45.841,20214,-234.42,-0.81408,243.31,0.81412,4075.5,6.0919,4075.5,0.085642,65.174,0.0081946,28.61,-80.587,0.9966,1.8634,4.4166e-8,0.039201,-3.7633e-5,5.6305,0,21.897,0.05764,54.072,41.286,6.393,0.23638,5418874,0,4.2725,1.1532,1.1648,0.77737,0.2486,0.12726,0.45085,2.8808,6.614e-6,0,0,0,0,0.0017914,9.7893e-4,2,3.1416,-71.115,0.16053,NaN,248.1,6.6959,1037.1,0.05,0.15411
45.891,20202,-235.72,-0.81393,244.57,0.81394,4078.8,6.1021,4078.8,0.085718,65.185,0.003808,28.61,-80.587,0.9966,1.729,4.4202e-8,0.067682,-4.4283e-5,5.6305,0,21.897,0.05764,54.217,41.286,6.4655,0.23766,5450336,0,4.3157,1.1533,1.1633,0.77732,0.24865,0.12734,0.41492,2.6772,1.636e-4,0,0,0,0,0.0052822,9.8391e-4,2,3.1416,-71.268,0.16111,NaN,248.13,6.6992,1037.2,0.05,0.15423
45.941,20190,-237.03,-0.81425,245.83,0.81425,4082,6.1124,4082.1,0.085794,65.187,0.0014476,28.61,-80.587,0.9966,1.5653,4.3958e-8,0.093899,-5.1944e-5,5.6305,0,21.897,0.05764,54.396,41.286,6.5554,0.23888,5480398,0,4.3561,1.1534,1.1617,0.77727,0.2487,0.12742,0.37187,2.4272,-2.9061e-4,0,0,0,0,0.010062,9.8889e-4,2,3.1416,-71.5,0.16179,NaN,248.15,6.7025,1037.2,0.05,0.15434
45.991,20179,-238.35,-0.81554,247.1,0.8156,4085.3,6.1227,4085.3,0.08587,65.178,0.0093922,28.61,-80.587,0.9966,1.3214,4.3402e-8,0.11727,-6.7202e-5,5.6305,0,21.897,0.05764,54.671,41.286,6.6928,0.24012,5510759,0,4.3949,1.1535,1.1594,0.77723,0.24876,0.1275,0.3092,2.0535,2.7e-4,0,0,0,0,0.015532,9.9386e-4,2,3.1416,-71.804,0.16255,NaN,248.17,6.7058,1037.3,0.05,0.15447
46.041,20167,-239.66,-0.8171,248.36,0.81731,4088.6,6.133,4088.6,0.085946,65.156,0.01824,28.61,-80.587,0.9966,1.0457,4.3419e-8,0.13661,-8.9462e-5,5.6305,0,21.897,0.05764,54.992,41.286,6.8533,0.24132,5540330,0,4.4331,1.1536,1.1573,0.77718,0.24881,0.12757,0.24044,1.6273,-4.9875e-4,0,0,0,0,0.020866,9.9882e-4,2,3.1416,-72.168,0.16338,NaN,248.2,6.7091,1037.3,0.05,0.15458
46.091,20155,-240.97,-0.81812,249.62,0.81851,4091.8,6.1433,4091.8,0.086022,65.121,0.025509,28.61,-80.587,0.9966,0.80798,4.3827e-8,0.15184,-7.9569e-5,5.6305,0,21.897,0.05764,55.278,41.286,6.9964,0.24241,5567424,0,4.4699,1.1536,1.1559,0.77714,0.24886,0.12764,0.18296,1.2547,-2.4275e-4,0,0,0,0,0.025545,0.0010038,2,3.1416,-72.583,0.16424,NaN,248.22,6.7124,1037.4,0.05,0.15469
46.141,20142,-242.29,-0.81967,250.88,0.82043,4095.1,6.1537,4095.1,0.086098,65.072,0.035211,28.61,-80.587,0.9966,0.49442,4.3763e-8,0.16272,-9.9739e-5,5.6305,0,21.897,0.05764,55.67,41.286,7.192,0.24355,5595695,0,4.5091,1.1537,1.1546,0.7771,0.24891,0.12771,0.10968,0.75942,2.7391e-5,0,0,0,0,0.029061,0.0010087,2,3.1416,-73.034,0.16514,NaN,248.24,6.7158,1037.4,0.05,0.15481
46.191,20130,-243.61,-0.82079,252.14,0.82198,4098.3,6.164,4098.3,0.086174,65.008,0.044172,28.61,-80.587,0.9966,0.19556,4.3895e-8,0.16831,-9.2976e-5,5.6305,0,21.897,0.05764,56.058,41.286,7.3863,0.24464,5622941,0,4.5494,1.1538,1.1539,0.77706,0.24896,0.12778,0.042521,0.28373,-1.3528e-4,0,0,0,0,0.030813,0.0010137,2,3.1416,-73.51,0.16608,NaN,248.27,6.7192,1037.5,0.05,0.15492
46.241,20118,-244.93,-0.82237,253.39,0.8243,4101.6,6.1743,4101.6,0.08625,64.928,0.056416,28.61,-80.587,0.9966,0.20372,4.3975e-8,-0.16802,-1.2777e-4,5.6305,0,21.897,0.05764,56.048,41.286,7.381,0.24585,5652910,0,4.5972,1.1539,1.154,0.77701,0.24901,0.12786,0.044321,0.3579,2.7818e-4,0,0,0,0,-0.030403,0.0010186,2,3.1416,-73.993,0.16709,NaN,248.29,6.7226,1037.5,0.05,0.15506
46.291,20106,-246.26,-0.82288,254.65,0.82547,4104.8,6.1846,4104.8,0.086326,64.829,0.065314,28.61,-80.587,0.99661,0.4855,4.3894e-8,-0.16144,1.8504e-5,5.6305,0,21.897,0.05764,55.682,41.286,7.198,0.24693,5679876,0,4.643,1.154,1.1548,0.77697,0.24906,0.12793,0.10764,0.80233,-1.8862e-4,0,0,0,0,-0.027818,0.0010235,2,3.1416,-74.466,0.16813,NaN,248.32,6.726,1037.6,0.05,0.15519
46.341,20093,-247.58,-0.82384,255.9,0.82751,4108.1,6.1949,4108.1,0.086402,64.715,0.077836,28.61,-80.587,0.99661,0.84396,4.4234e-8,-0.1495,-3.8473e-7,5.6305,0,21.897,0.05764,55.235,41.286,6.9749,0.24814,5709822,0,4.6979,1.154,1.1565,0.77692,0.24911,0.128,0.19157,1.3598,2.8082e-4,0,0,0,0,-0.023623,0.0010284,2,3.1416,-74.913,0.16919,NaN,248.34,6.7294,1037.6,0.05,0.1553
46.391,20081,-248.91,-0.82447,257.15,0.8294,4111.3,6.2052,4111.3,0.086477,64.579,0.09031,28.61,-80.587,0.99661,1.1743,4.4582e-8,-0.13128,-1.1395e-5,5.6305,0,21.897,0.05764,54.842,41.286,6.7784,0.24936,5740252,0,4.7565,1.1541,1.1589,0.77687,0.24917,0.12808,0.27228,1.8633,-1.0431e-4,0,0,0,0,-0.018035,0.0010333,2,3.1416,-75.317,0.17018,NaN,248.37,6.7329,1037.7,0.05,0.15541
46.441,20069,-250.23,-0.82381,258.39,0.82951,4114.5,6.2156,4114.5,0.086553,64.428,0.097032,28.61,-80.587,0.99661,1.3444,4.4766e-8,-0.10847,-1.8601e-7,5.6305,0,21.897,0.05764,54.647,41.286,6.6805,0.25046,5767837,0,4.8073,1.1542,1.1604,0.77683,0.24922,0.12816,0.31507,2.117,-2.6748e-4,0,0,0,0,-0.012203,0.0010382,2,3.1416,-75.661,0.17105,NaN,248.39,6.7363,1037.7,0.05,0.15553
46.491,20056,-251.56,-0.82263,259.64,0.82886,4117.7,6.2258,4117.7,0.086629,64.268,0.10144,28.61,-80.587,0.99661,1.4481,4.5142e-8,-0.083265,1.2073e-5,5.6305,0,21.897,0.05764,54.529,41.286,6.6219,0.25157,5795499,0,4.8565,1.1543,1.1614,0.77679,0.24927,0.12823,0.34159,2.269,-2.1315e-4,0,0,0,0,-0.0071273,0.001043,2,3.1416,-75.936,0.17178,NaN,248.41,6.7398,1037.8,0.05,0.15564
46.541,20043,-252.88,-0.82153,260.88,0.82845,4120.9,6.2361,4121,0.086704,64.1,0.10689,28.61,-80.587,0.99661,1.5655,4.479e-8,-0.056001,1.0054e-5,5.6305,0,21.897,0.05764,54.398,41.286,6.5564,0.25278,5825639,0,4.9111,1.1544,1.1626,0.77674,0.24933,0.12831,0.37201,2.4421,7.4871e-5,0,0,0,0,-0.0031929,0.0010479,2,3.1416,-76.136,0.17239,NaN,248.44,6.7433,1037.8,0.05,0.15576
46.591,20031,-254.2,-0.82053,262.11,0.82836,4124.1,6.2464,4124.2,0.08678,63.923,0.11357,28.61,-80.587,0.99661,1.6989,4.5402e-8,-0.026268,-6.8386e-7,5.6305,0,21.897,0.05764,54.252,41.286,6.4832,0.2541,5858501,0,4.9718,1.1545,1.1642,0.77669,0.24939,0.12839,0.40702,2.64,-4.9247e-4,0,0,0,0,-6.9511e-4,0.0010527,2,3.1416,-76.254,0.17279,NaN,248.47,6.7469,1037.9,0.05,0.15587
46.641,20018,-255.52,-0.81804,263.35,0.82556,4127.3,6.2567,4127.3,0.086855,63.741,0.11116,28.61,-80.587,0.99661,1.6216,4.5494e-8,0.0045315,-6.4883e-7,5.6305,0,21.897,0.05764,54.337,41.286,6.5256,0.25528,5887857,0,5.0172,1.1546,1.1634,0.77664,0.24944,0.12847,0.38668,2.5235,-4.9017e-4,0,0,0,0,2.0495e-5,0.0010575,2,3.1416,-76.285,0.1729,NaN,248.49,6.7504,1037.9,0.05,0.15598
46.691,20005,-256.83,-0.81507,264.58,0.82194,4130.5,6.2669,4130.5,0.08693,63.566,0.10606,28.61,-80.587,0.99662,1.4779,4.6359e-8,0.033399,7.1756e-7,5.6305,0,21.897,0.05764,54.497,41.286,6.6056,0.25647,5917671,0,5.0608,1.1546,1.162,0.77659,0.2495,0.12855,0.34929,2.3066,-3.9202e-4,0,0,0,0,0.0011029,0.0010623,2,3.1416,-76.23,0.1727,NaN,248.52,6.754,1038,0.05,0.15614
46.741,19992,-258.14,-0.81157,265.81,0.81751,4133.7,6.2771,4133.7,0.087005,63.401,0.098348,28.61,-80.587,0.99662,1.268,4.6915e-8,0.059361,6.2422e-6,5.6305,0,21.897,0.05764,54.735,41.286,6.7249,0.25767,5947742,0,5.103,1.1547,1.1602,0.77654,0.24955,0.12863,0.29577,1.9858,4.5699e-4,0,0,0,0,0.0034512,0.0010671,2,3.1416,-76.097,0.17221,NaN,248.54,6.7575,1038,0.05,0.15625
46.791,19979,-259.44,-0.80725,267.04,0.81191,4136.9,6.2874,4136.9,0.08708,63.252,0.086798,28.61,-80.587,0.99662,0.961,4.7378e-8,0.080767,6.1218e-6,5.6305,0,21.897,0.05764,55.096,41.286,6.9052,0.25883,5976881,0,5.1419,1.1548,1.158,0.7765,0.24961,0.12871,0.21983,1.5117,3.1494e-5,0,0,0,0,0.0063315,0.0010719,2,3.1416,-75.895,0.17146,NaN,248.57,6.7611,1038.1,0.05,0.15636
46.841,19966,-260.74,-0.80192,268.27,0.80506,4140,6.2976,4140,0.087155,63.125,0.071097,28.61,-80.587,0.99662,0.54088,4.801e-8,0.095432,-9.597e-6,5.6305,0,21.897,0.05764,55.613,41.286,7.1639,0.2599,6004161,0,5.1782,1.1549,1.1559,0.77645,0.24966,0.12878,0.12038,0.85393,-4.7708e-5,0,0,0,0,0.0087654,0.0010767,2,3.1416,-75.64,0.1705,NaN,248.59,6.7648,1038.1,0.05,0.15648
46.891,19953,-262.02,-0.79673,269.49,0.79883,4143.2,6.3078,4143.2,0.08723,63.021,0.057957,28.61,-80.587,0.99662,0.16544,4.8053e-8,0.10222,-7.8484e-6,5.6305,0,21.897,0.05764,56.101,41.286,7.4076,0.26106,6033371,0,5.2235,1.155,1.1551,0.77641,0.24972,0.12886,0.035908,0.25621,1.7139e-4,0,0,0,0,0.0099663,0.0010816,2,3.1416,-75.356,0.16948,NaN,248.62,6.7684,1038.2,0.05,0.15659
46.941,19940,-263.3,-0.79206,270.72,0.79355,4146.3,6.318,4146.3,0.087305,62.936,0.048704,28.61,-80.587,0.99662,0.11978,4.8054e-8,-0.10243,1.9106e-4,5.6305,0,21.897,0.05764,56.162,41.286,7.4382,0.26233,6065205,0,5.2775,1.1551,1.1551,0.77635,0.24978,0.12895,0.025918,0.20244,4.8813e-4,0,0,0,0,-0.0099096,0.0010864,2,3.1416,-75.061,0.16846,NaN,248.64,6.7721,1038.2,0.05,0.1567
46.991,19927,-264.57,-0.78696,271.94,0.78791,4149.5,6.3282,4149.5,0.08738,62.865,0.038589,28.61,-80.587,0.99662,0.41498,4.8015e-8,-0.096908,1.0234e-4,5.6305,0,21.897,0.05764,55.775,41.286,7.2445,0.26358,6096401,0,5.3335,1.1552,1.1558,0.7763,0.24984,0.12903,0.091598,0.67281,-3.8073e-4,0,0,0,0,-0.008786,0.0010912,2,3.1416,-74.774,0.16746,NaN,248.67,6.7757,1038.3,0.05,0.15682
47.041,19914,-265.83,-0.78139,273.15,0.78186,4152.6,6.3385,4152.6,0.087455,62.812,0.027302,28.61,-80.587,0.99662,0.72114,4.7995e-8,-0.085234,6.9306e-5,5.6305,0,21.897,0.05764,55.389,41.286,7.0516,0.26477,6126423,0,5.3907,1.1553,1.1571,0.77625,0.24989,0.12911,0.16243,1.1517,-2.0498e-4,0,0,0,0,-0.006735,0.0010959,2,3.1416,-74.512,0.16648,NaN,248.7,6.7794,1038.3,0.05,0.15693
47.091,19900,-267.08,-0.77542,274.36,0.77556,4155.7,6.3487,4155.8,0.08753,62.778,0.015041,28.61,-80.587,0.99663,1.0306,4.7436e-8,-0.067269,5.0206e-5,5.6305,0,21.897,0.05764,55.014,41.286,6.8643,0.26589,6154963,0,5.4487,1.1553,1.159,0.77621,0.24995,0.12919,0.23684,1.6296,1.048e-4,0,0,0,0,-0.0041592,0.0011007,2,3.1416,-74.292,0.16557,NaN,248.72,6.7831,1038.4,0.05,0.15708
47.141,19887,-268.33,-0.76947,275.57,0.76948,4158.9,6.3589,4158.9,0.087605,62.764,0.0030454,28.61,-80.587,0.99663,1.3143,4.7298e-8,-0.04319,3.7739e-5,5.6305,0,21.897,0.05764,54.684,41.286,6.6991,0.26696,6182332,0,5.5066,1.1554,1.1613,0.77616,0.25,0.12927,0.30752,2.0623,6.4235e-5,0,0,0,0,-0.0017007,0.0011055,2,3.1416,-74.132,0.16479,NaN,248.75,6.7868,1038.4,0.05,0.1572
47.191,19874,-269.56,-0.76453,276.77,0.76455,4162,6.3691,4162,0.087679,62.767,0.0057231,28.61,-80.587,0.99663,1.5105,4.7806e-8,-0.014059,2.9996e-5,5.6305,0,21.897,0.05764,54.462,41.286,6.5883,0.26804,6209830,0,5.5633,1.1555,1.1632,0.77612,0.25005,0.12934,0.35779,2.3575,1.268e-4,0,0,0,0,-1.7873e-4,0.0011102,2,3.1416,-74.049,0.16422,NaN,248.78,6.7906,1038.5,0.05,0.15731
47.241,19860,-270.79,-0.76204,277.97,0.76207,4165.2,6.3794,4165.2,0.087754,62.778,0.0066767,28.61,-80.587,0.99663,1.5292,4.6772e-8,0.017576,2.9246e-5,5.6305,0,21.897,0.05764,54.442,41.286,6.578,0.26922,6239713,0,5.6168,1.1556,1.1635,0.77607,0.25011,0.12942,0.36265,2.3848,1.1241e-4,0,0,0,0,2.7688e-4,0.001115,2,3.1416,-74.054,0.16393,NaN,248.8,6.7943,1038.5,0.05,0.15742
47.291,19846,-272.01,-0.76034,279.17,0.76037,4168.3,6.3896,4168.3,0.087829,62.788,0.0059259,28.61,-80.587,0.99663,1.5043,4.7195e-8,0.04921,3.3773e-5,5.6305,0,21.897,0.05764,54.47,41.286,6.592,0.27034,6268226,0,5.6658,1.1557,1.1634,0.77602,0.25017,0.1295,0.35618,2.3459,-2.2421e-4,0,0,0,0,0.0021523,0.0011197,2,3.1416,-74.15,0.16388,NaN,248.83,6.7981,1038.6,0.05,0.15754
47.341,19833,-273.24,-0.76034,280.36,0.76034,4171.4,6.3999,4171.4,0.087904,62.793,1.2265e-4,28.61,-80.587,0.99663,1.3659,4.7351e-8,0.079568,3.7513e-5,5.6305,0,21.897,0.05764,54.626,41.286,6.6701,0.27148,6297400,0,5.7111,1.1558,1.1621,0.77597,0.25022,0.12958,0.32063,2.1334,-1.2826e-5,0,0,0,0,0.0055791,0.0011244,2,3.1416,-74.335,0.16407,NaN,248.86,6.8019,1038.6,0.05,0.15765
47.391,19819,-274.46,-0.76114,281.55,0.76118,4174.6,6.4101,4174.6,0.087978,62.787,0.0080785,28.61,-80.587,0.99663,1.1711,4.7331e-8,0.10659,4.253e-5,5.6305,0,21.897,0.05764,54.85,41.286,6.7823,0.27259,6325881,0,5.7535,1.1559,1.1606,0.77592,0.25028,0.12966,0.27156,1.8317,2.4799e-4,0,0,0,0,0.0099287,0.0011291,2,3.1416,-74.602,0.16454,NaN,248.88,6.8057,1038.7,0.05,0.15777
47.441,19805,-275.68,-0.76208,282.74,0.76226,4177.7,6.4204,4177.7,0.088053,62.767,0.016577,28.61,-80.587,0.99663,0.96212,4.6907e-8,0.1295,6.4827e-5,5.6305,0,21.897,0.05764,55.097,41.286,6.9058,0.27364,6352817,0,5.7939,1.1559,1.1592,0.77588,0.25033,0.12973,0.22015,1.5058,-4.8568e-4,0,0,0,0,0.014542,0.0011338,2,3.1416,-74.942,0.16533,NaN,248.91,6.8095,1038.7,0.05,0.15788
47.491,19792,-276.91,-0.76422,283.93,0.76482,4180.9,6.4307,4180.9,0.088128,62.73,0.030227,28.61,-80.587,0.99664,0.63373,4.7474e-8,0.14694,9.372e-5,5.6305,0,21.897,0.05764,55.499,41.286,7.1068,0.27476,6381532,0,5.8361,1.156,1.1574,0.77583,0.25039,0.12981,0.14195,0.98985,-4.494e-4,0,0,0,0,0.018569,0.0011385,2,3.1416,-75.339,0.16643,NaN,248.94,6.8134,1038.8,0.05,0.15799
47.541,19778,-278.14,-0.76612,285.12,0.76739,4184,6.4409,4184,0.088202,62.671,0.044113,28.61,-80.587,0.99664,0.28948,4.7474e-8,0.15692,2.1609e-4,5.6305,0,21.897,0.05764,55.94,41.286,7.327,0.27586,6409695,0,5.8808,1.1561,1.1564,0.77579,0.25044,0.12989,0.063373,0.44283,2.8633e-4,0,0,0,0,0.021007,0.0011432,2,3.1416,-75.776,0.16783,NaN,248.97,6.8172,1038.9,0.05,0.15815
47.591,19764,-279.38,-0.76857,286.3,0.77114,4187.1,6.4512,4187.1,0.088277,62.585,0.062963,28.61,-80.587,0.99664,0.17713,4.7346e-8,-0.15806,1.5474e-4,5.6305,0,21.897,0.05764,56.088,41.286,7.4012,0.27708,6440900,0,5.936,1.1562,1.1563,0.77573,0.2505,0.12998,0.038486,0.30576,-1.014e-4,0,0,0,0,-0.021124,0.0011478,2,3.1416,-76.23,0.16947,NaN,248.99,6.8211,1038.9,0.05,0.15826
47.641,19750,-280.61,-0.76993,287.48,0.77397,4190.3,6.4615,4190.3,0.088351,62.47,0.078984,28.61,-80.587,0.99664,0.55608,4.6984e-8,-0.14923,2.9513e-5,5.6305,0,21.897,0.05764,55.597,41.286,7.1559,0.27822,6470081,0,5.9938,1.1563,1.1574,0.77568,0.25056,0.13006,0.12393,0.90554,-4.075e-4,0,0,0,0,-0.018674,0.0011525,2,3.1416,-76.672,0.17122,NaN,249.02,6.825,1039,0.05,0.15837
47.691,19736,-281.85,-0.7702,288.66,0.77556,4193.4,6.4717,4193.4,0.088426,62.333,0.091003,28.61,-80.587,0.99664,0.82686,4.723e-8,-0.13309,3.4182e-5,5.6305,0,21.897,0.05764,55.262,41.286,6.988,0.27927,6497316,0,6.0498,1.1564,1.1588,0.77564,0.25061,0.13014,0.18757,1.3254,3.0294e-4,0,0,0,0,-0.014739,0.0011571,2,3.1416,-77.078,0.17298,NaN,249.05,6.8289,1039,0.05,0.15853
47.741,19722,-283.09,-0.77005,289.84,0.77681,4196.5,6.482,4196.5,0.0885,62.178,0.10222,28.61,-80.587,0.99664,1.0637,4.7681e-8,-0.11127,2.602e-5,5.6305,0,21.897,0.05764,54.978,41.286,6.846,0.28035,6525158,0,6.1084,1.1565,1.1604,0.77559,0.25067,0.13022,0.24502,1.6877,-2.1007e-4,0,0,0,0,-0.010223,0.0011617,2,3.1416,-77.429,0.17464,NaN,249.08,6.8329,1039.1,0.05,0.15864
47.791,19707,-284.33,-0.76917,291.01,0.777,4199.6,6.4922,4199.6,0.088574,62.006,0.11,28.61,-80.587,0.99664,1.2197,4.7143e-8,-0.084832,2.761e-5,5.6305,0,21.897,0.05764,54.795,41.286,6.7549,0.28141,6552699,0,6.1651,1.1566,1.1617,0.77554,0.25072,0.13029,0.28373,1.9222,-1.5e-4,0,0,0,0,-0.0058966,0.0011663,2,3.1416,-77.711,0.17611,NaN,249.11,6.8368,1039.1,0.05,0.15875
47.841,19693,-285.57,-0.76816,292.18,0.77716,4202.7,6.5024,4202.7,0.088648,61.823,0.11792,28.61,-80.587,0.99665,1.3654,4.7048e-8,-0.054977,1.8128e-5,5.6305,0,21.897,0.05764,54.628,41.286,6.6714,0.28255,6582168,0,6.2261,1.1567,1.163,0.77549,0.25078,0.13038,0.32058,2.1415,-3.8327e-4,0,0,0,0,-0.0024563,0.0011709,2,3.1416,-77.912,0.17731,NaN,249.13,6.8408,1039.2,0.05,0.15887
47.891,19679,-286.8,-0.76617,293.35,0.77544,4205.8,6.5126,4205.8,0.088722,61.631,0.11948,28.61,-80.587,0.99665,1.3841,4.7797e-8,-0.022841,1.6685e-5,5.6305,0,21.897,0.05764,54.607,41.286,6.6609,0.28365,6610670,0,6.2796,1.1567,1.1633,0.77544,0.25084,0.13046,0.32534,2.167,1.7272e-4,0,0,0,0,-4.2065e-4,0.0011754,2,3.1416,-78.024,0.17811,NaN,249.16,6.8448,1039.2,0.05,0.15898
47.941,19664,-288.03,-0.7631,294.51,0.77151,4208.8,6.5228,4208.9,0.088796,61.443,0.1136,28.61,-80.587,0.99665,1.2597,4.7704e-8,0.0083047,1.5737e-5,5.6305,0,21.897,0.05764,54.75,41.286,6.7321,0.28468,6637825,0,6.3237,1.1568,1.1623,0.7754,0.25089,0.13054,0.29381,1.9779,-5.4055e-5,0,0,0,0,5.5202e-5,0.00118,2,3.1416,-78.044,0.17845,NaN,249.19,6.8491,1039.3,0.05,0.15913
47.991,19650,-289.26,-0.75989,295.67,0.76742,4211.9,6.533,4211.9,0.08887,61.265,0.10724,28.61,-80.587,0.99665,1.1187,4.8681e-8,0.036453,1.6679e-5,5.6305,0,21.897,0.05764,54.914,41.286,6.8141,0.28579,6666757,0,6.3712,1.1569,1.1612,0.77535,0.25095,0.13062,0.25861,1.7607,-3.8712e-4,0,0,0,0,0.0010552,0.0011845,2,3.1416,-77.979,0.17833,NaN,249.22,6.8533,1039.4,0.05,0.15924
48.041,19636,-290.48,-0.75655,296.83,0.76325,4215,6.5432,4215,0.088944,61.098,0.10086,28.61,-80.587,0.99665,0.97001,4.8846e-8,0.061464,2.855e-5,5.6305,0,21.897,0.05764,55.09,41.286,6.9023,0.28697,6697459,0,6.4226,1.157,1.1603,0.7753,0.25101,0.13071,0.22211,1.5299,4.8123e-4,0,0,0,0,0.0029751,0.0011891,2,3.1416,-77.838,0.17779,NaN,249.25,6.8576,1039.4,0.05,0.15936
48.091,19621,-291.69,-0.75233,297.99,0.75766,4218,6.5533,4218,0.089018,60.944,0.089635,28.61,-80.587,0.99665,0.72273,4.9244e-8,0.082105,4.6644e-5,5.6305,0,21.897,0.05764,55.391,41.286,7.0527,0.2881,6727164,0,6.4701,1.1571,1.1589,0.77525,0.25107,0.13079,0.16286,1.1429,-4.2509e-4,0,0,0,0,0.0052665,0.0011936,2,3.1416,-77.631,0.17682,NaN,249.28,6.8619,1039.5,0.05,0.15947
48.141,19606,-292.9,-0.74708,299.14,0.75071,4221.1,6.5635,4221.1,0.089091,60.812,0.073666,28.61,-80.587,0.99665,0.37228,4.9316e-8,0.095624,9.186e-5,5.6305,0,21.897,0.05764,55.834,41.286,7.2743,0.28917,6755258,0,6.5151,1.1572,1.1577,0.7752,0.25113,0.13087,0.081973,0.58875,-1.062e-4,0,0,0,0,0.0070902,0.0011981,2,3.1416,-77.374,0.17553,NaN,249.31,6.8662,1039.5,0.05,0.15959
48.191,19592,-294.09,-0.74162,300.29,0.74393,4224.1,6.5736,4224.1,0.089165,60.706,0.058564,28.61,-80.587,0.99665,0.024614,4.9547e-8,0.10041,0.0015617,5.6305,0,21.897,0.05764,56.295,41.286,7.5048,0.29026,6783971,0,6.5661,1.1573,1.1573,0.77515,0.25119,0.13095,0.0052938,0.031962,-4.3075e-4,0,0,0,0,0.0077579,0.0012027,2,3.1416,-77.092,0.17406,NaN,249.33,6.8705,1039.6,0.05,0.1597
48.241,19577,-295.28,-0.73518,301.44,0.73629,4227.1,6.5838,4227.1,0.089238,60.626,0.040396,28.61,-80.587,0.99666,0.38279,4.9658e-8,-0.095872,8.2058e-5,5.6305,0,21.897,0.05764,55.821,41.286,7.2677,0.29127,6810895,0,6.6196,1.1574,1.1579,0.7751,0.25124,0.13103,0.08435,0.62056,-9.9111e-5,0,0,0,0,-0.0070229,0.0012072,2,3.1416,-76.808,0.17253,NaN,249.36,6.8748,1039.6,0.05,0.15981
48.291,19562,-296.46,-0.72873,302.58,0.72913,4230.2,6.5939,4230.2,0.089312,60.574,0.024095,28.61,-80.587,0.99666,0.72855,4.9595e-8,-0.081594,4.1321e-5,5.6305,0,21.897,0.05764,55.385,41.286,7.0495,0.29231,6838538,0,6.6794,1.1575,1.1593,0.77505,0.25129,0.13111,0.16425,1.1634,4.5829e-4,0,0,0,0,-0.0050501,0.0012117,2,3.1416,-76.552,0.1711,NaN,249.39,6.8792,1039.7,0.05,0.15993
48.341,19547,-297.63,-0.72366,303.72,0.72381,4233.2,6.6041,4233.2,0.089386,60.544,0.014534,28.61,-80.587,0.99666,0.92893,4.9181e-8,-0.060329,4.4802e-5,5.6305,0,21.897,0.05764,55.141,41.286,6.9276,0.29345,6868517,0,6.743,1.1576,1.1606,0.775,0.25136,0.13119,0.21217,1.4728,-2.1452e-4,0,0,0,0,-0.0027391,0.0012162,2,3.1416,-76.347,0.1699,NaN,249.42,6.8835,1039.8,0.05,0.16008
