# First Pass Simulation (Up to date)
# 1833 data points written for 54 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (lb),Propellant mass (lb),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (K),Air pressure (psi),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
43.091,20753,-156.51,-0.94066,171.12,0.94461,3891,5.5287,3891,0.081411,69.196,0.086271,28.61,-80.588,0.99654,3.0787,4.298e-8,-0.11112,-1.616e-4,5.6305,0,21.897,0.05764,52.855,41.286,5.7845,0.16834,3793829,0,2.1449,1.1493,1.1791,0.77952,0.24609,0.12368,0.79929,4.6519,-2.2431e-5,0,0,0,0,-0.028499,6.9773e-4,2,3.1416,-67.007,0.15883,NaN,247.03,6.5458,1035,0.05,0.14765
43.141,20746,-158.02,-0.94002,172.45,0.94427,3894.4,5.5389,3894.4,0.081489,69.055,0.089477,28.61,-80.588,0.99655,3.1753,4.285e-8,-0.087315,-1.5534e-4,5.6305,0,21.897,0.05764,52.766,41.286,5.7402,0.16969,3825234,0,2.1836,1.1494,1.181,0.77948,0.24613,0.12374,0.82887,4.7756,3.6434e-4,0,0,0,0,-0.017316,7.0282e-4,2,3.1416,-67.291,0.15826,NaN,247.05,6.548,1035,0.05,0.14776
43.191,20738,-159.53,-0.93783,173.78,0.94189,3897.9,5.5491,3897.9,0.081567,68.912,0.087338,28.61,-80.588,0.99655,3.031,4.3031e-8,-0.063249,-1.4138e-4,5.6305,0,21.897,0.05764,52.899,41.286,5.8067,0.17079,3851015,0,2.208,1.1494,1.1784,0.77945,0.24617,0.12379,0.78482,4.5657,-3.0844e-4,0,0,0,0,-0.0089686,7.0792e-4,2,3.1416,-67.507,0.15754,NaN,247.06,6.5502,1035.1,0.05,0.14788
43.241,20730,-161.04,-0.93602,175.11,0.94002,3901.3,5.5593,3901.3,0.081645,68.772,0.086567,28.61,-80.588,0.99655,2.9411,4.283e-8,-0.03991,-1.3435e-4,5.6305,0,21.897,0.05764,52.983,41.286,5.8488,0.17206,3880627,0,2.2387,1.1495,1.1769,0.77942,0.24621,0.12385,0.75765,4.4351,-4.9403e-4,0,0,0,0,-0.0035183,7.1303e-4,2,3.1416,-67.654,0.1567,NaN,247.08,6.5525,1035.1,0.05,0.14799
43.291,20722,-162.54,-0.93399,176.44,0.93785,3904.8,5.5695,3904.8,0.081723,68.634,0.08504,28.61,-80.588,0.99655,2.8132,4.2682e-8,-0.016949,-1.3042e-4,5.6305,0,21.897,0.05764,53.104,41.286,5.9093,0.17337,3911051,0,2.2695,1.1495,1.1747,0.77938,0.24625,0.12391,0.71943,4.2516,-1.3348e-4,0,0,0,0,-6.2501e-4,7.1815e-4,2,3.1416,-67.736,0.15579,NaN,247.1,6.5547,1035.1,0.05,0.14811
43.341,20713,-164.04,-0.93105,177.77,0.93451,3908.2,5.5797,3908.2,0.081801,68.501,0.080386,28.61,-80.588,0.99655,2.544,4.2727e-8,0.0048738,-1.3004e-4,5.6305,0,21.897,0.05764,53.365,41.286,6.0398,0.17455,3938906,0,2.2931,1.1496,1.1705,0.77935,0.24628,0.12396,0.64054,3.8686,1.2961e-4,0,0,0,0,5.0974e-5,7.2328e-4,2,3.1416,-67.752,0.15482,NaN,247.11,6.557,1035.2,0.05,0.14822
43.391,20705,-165.54,-0.92753,179.1,0.93047,3911.6,5.5899,3911.6,0.081878,68.376,0.073865,28.61,-80.588,0.99655,2.1839,4.2976e-8,0.024508,-1.3462e-4,5.6305,0,21.897,0.05764,53.727,41.286,6.2209,0.17569,3965643,0,2.3136,1.1497,1.1653,0.77932,0.24632,0.12401,0.53832,3.3471,2.568e-4,0,0,0,0,0.0012722,7.2841e-4,2,3.1416,-67.71,0.15383,NaN,247.13,6.5593,1035.2,0.05,0.14833
43.441,20697,-167.03,-0.92484,180.44,0.92752,3915,5.6001,3915,0.081956,68.261,0.07047,28.61,-80.588,0.99655,1.958,4.3004e-8,0.041956,-1.375e-4,5.6305,0,21.897,0.05764,53.963,41.286,6.3386,0.17709,3998146,0,2.3455,1.1497,1.1624,0.77928,0.24636,0.12408,0.47615,3.014,-3.8236e-4,0,0,0,0,0.0036699,7.3356e-4,2,3.1416,-67.614,0.15287,NaN,247.15,6.5616,1035.2,0.05,0.14849
43.491,20688,-168.51,-0.92098,181.77,0.92316,3918.4,5.6102,3918.4,0.082033,68.152,0.063367,28.61,-80.588,0.99655,1.5529,4.2696e-8,0.057256,-1.5867e-4,5.6305,0,21.897,0.05764,54.402,41.286,6.558,0.17829,4026349,0,2.369,1.1498,1.1579,0.77925,0.2464,0.12413,0.36839,2.4089,-4.8947e-4,0,0,0,0,0.0067421,7.3872e-4,2,3.1416,-67.471,0.15197,NaN,247.16,6.5639,1035.3,0.05,0.1486
43.541,20680,-169.99,-0.91672,183.11,0.91839,3921.8,5.6204,3921.9,0.082111,68.057,0.055372,28.61,-80.588,0.99655,1.0892,4.2631e-8,0.068926,-2.1123e-4,5.6305,0,21.897,0.05764,54.932,41.286,6.8233,0.17945,4053768,0,2.3927,1.1498,1.1539,0.77922,0.24644,0.12419,0.25096,1.7032,-1.2619e-4,0,0,0,0,0.0096436,7.4389e-4,2,3.1416,-67.29,0.15117,NaN,247.18,6.5663,1035.3,0.05,0.14872
43.591,20671,-171.46,-0.91235,184.44,0.91359,3925.2,5.6306,3925.3,0.082188,67.974,0.047611,28.61,-80.588,0.99655,0.61775,4.263e-8,0.076613,-3.5584e-4,5.6305,0,21.897,0.05764,55.505,41.286,7.1098,0.18064,4081647,0,2.4196,1.1499,1.1512,0.77918,0.24648,0.12424,0.13805,0.96983,-8.9691e-5,0,0,0,0,0.011758,7.4906e-4,2,3.1416,-67.08,0.1505,NaN,247.2,6.5686,1035.3,0.05,0.14883
43.641,20663,-172.92,-0.90825,185.78,0.90919,3928.6,5.6408,3928.6,0.082265,67.903,0.041232,28.61,-80.588,0.99655,0.20174,4.2648e-8,0.080303,-0.0010287,5.6305,0,21.897,0.05764,56.042,41.286,7.378,0.18191,4111579,0,2.4524,1.15,1.1501,0.77915,0.24652,0.1243,0.043849,0.3107,-4.0119e-4,0,0,0,0,0.012736,7.5425e-4,2,3.1416,-66.854,0.14999,NaN,247.21,6.571,1035.4,0.05,0.14894
43.691,20654,-174.38,-0.90372,187.11,0.90436,3932,5.6509,3932,0.082343,67.842,0.034095,28.61,-80.588,0.99655,0.26578,4.2605e-8,-0.079959,-7.9057e-4,5.6305,0,21.897,0.05764,55.957,41.286,7.3358,0.18311,4139896,0,2.4862,1.15,1.1503,0.77911,0.24656,0.12436,0.058019,0.43796,3.0533e-4,0,0,0,0,-0.012462,7.5943e-4,2,3.1416,-66.624,0.14967,NaN,247.23,6.5735,1035.4,0.05,0.14906
43.741,20645,-175.83,-0.89971,188.45,0.90018,3935.4,5.6611,3935.4,0.08242,67.792,0.029027,28.61,-80.588,0.99655,0.59508,4.2604e-8,-0.075667,-3.2426e-4,5.6305,0,21.897,0.05764,55.534,41.286,7.1243,0.18449,4172085,0,2.5268,1.1501,1.1513,0.77907,0.24661,0.12442,0.13279,0.95701,-4.2474e-6,0,0,0,0,-0.010993,7.6462e-4,2,3.1416,-66.4,0.14956,NaN,247.25,6.5759,1035.4,0.05,0.14917
43.791,20637,-177.28,-0.89468,189.78,0.89494,3938.8,5.6713,3938.8,0.082497,67.751,0.021629,28.61,-80.588,0.99656,1.0206,4.2684e-8,-0.067908,-2.0106e-4,5.6305,0,21.897,0.05764,55.014,41.286,6.8643,0.18569,4200597,0,2.5664,1.1502,1.1538,0.77904,0.24665,0.12448,0.23414,1.6163,-2.6914e-4,0,0,0,0,-0.008739,7.6981e-4,2,3.1416,-66.194,0.14964,NaN,247.26,6.5783,1035.5,0.05,0.14929
43.841,20628,-178.71,-0.88906,191.11,0.88915,3942.2,5.6814,3942.2,0.082574,67.723,0.013137,28.61,-80.588,0.99656,1.4679,4.2642e-8,-0.055833,-1.5843e-4,5.6305,0,21.897,0.05764,54.498,41.286,6.606,0.18682,4227362,0,2.6071,1.1502,1.1575,0.77901,0.24669,0.12454,0.34643,2.2939,4.4595e-4,0,0,0,0,-0.0058358,7.75e-4,2,3.1416,-66.015,0.14989,NaN,247.28,6.5808,1035.5,0.05,0.1494
43.891,20619,-180.14,-0.8843,192.44,0.88433,3945.6,5.6916,3945.6,0.082651,67.707,0.0069527,28.61,-80.588,0.99656,1.7777,4.293e-8,-0.039964,-1.395e-4,5.6305,0,21.897,0.05764,54.157,41.286,6.4355,0.18808,4256901,0,2.6507,1.1503,1.1608,0.77897,0.24673,0.1246,0.42764,2.7554,2.3249e-4,0,0,0,0,-0.00295,7.8019e-4,2,3.1416,-65.877,0.15034,NaN,247.3,6.5833,1035.5,0.05,0.14952
43.941,20610,-181.56,-0.88029,193.77,0.88029,3949,5.7018,3949,0.082728,67.699,0.0024605,28.61,-80.588,0.99656,1.9918,4.2635e-8,-0.021465,-1.296e-4,5.6305,0,21.897,0.05764,53.929,41.286,6.3215,0.18938,4287677,0,2.6948,1.1504,1.1635,0.77893,0.24677,0.12466,0.48543,3.0697,-4.1187e-4,0,0,0,0,-8.3929e-4,7.8537e-4,2,3.1416,-65.789,0.15097,NaN,247.32,6.5858,1035.6,0.05,0.14963
43.991,20601,-182.97,-0.87666,195.09,0.87666,3952.4,5.712,3952.4,0.082805,67.699,0.0013666,28.61,-80.588,0.99656,2.1623,4.2601e-8,-9.2224e-4,-1.2682e-4,5.6305,0,21.897,0.05764,53.751,41.286,6.2329,0.19066,4317920,0,2.7378,1.1504,1.1658,0.77889,0.24682,0.12473,0.53241,3.3181,3.6193e-4,0,0,0,0,-1.5285e-6,7.9055e-4,2,3.1416,-65.756,0.15177,NaN,247.34,6.5884,1035.6,0.05,0.14974
44.041,20591,-184.38,-0.87489,196.41,0.87489,3955.7,5.7222,3955.7,0.082881,67.701,0.0012536,28.61,-80.588,0.99656,2.1544,4.3092e-8,0.020782,-1.3073e-4,5.6305,0,21.897,0.05764,53.76,41.286,6.2371,0.1921,4351654,0,2.7801,1.1505,1.1657,0.77885,0.24687,0.1248,0.5302,3.3065,3.6647e-4,0,0,0,0,7.6457e-4,7.9572e-4,2,3.1416,-65.785,0.15272,NaN,247.35,6.5909,1035.7,0.05,0.14986
44.091,20582,-185.78,-0.87143,197.74,0.87144,3959.1,5.7324,3959.1,0.082958,67.706,0.0053716,28.61,-80.588,0.99656,2.3169,4.2758e-8,0.043278,-1.3382e-4,5.6305,0,21.897,0.05764,53.594,41.286,6.1542,0.19321,4378131,0,2.8191,1.1506,1.1681,0.77882,0.24691,0.12485,0.57574,3.5399,-1.2015e-4,0,0,0,0,0.0032775,8.0089e-4,2,3.1416,-65.876,0.15379,NaN,247.37,6.5935,1035.7,0.05,0.14997
44.141,20573,-187.18,-0.8706,199.06,0.87061,3962.5,5.7426,3962.5,0.083035,67.714,0.0038891,28.61,-80.588,0.99656,2.2394,4.2659e-8,0.066778,-1.4857e-4,5.6305,0,21.897,0.05764,53.673,41.286,6.1936,0.19455,4409827,0,2.857,1.1507,1.167,0.77878,0.24695,0.12492,0.55395,3.4235,-4.9003e-4,0,0,0,0,0.0076953,8.0606e-4,2,3.1416,-66.034,0.15495,NaN,247.39,6.5961,1035.7,0.05,0.15009
44.191,20563,-188.58,-0.86965,200.37,0.86965,3965.9,5.7529,3965.9,0.083112,67.72,0.0030911,28.61,-80.588,0.99656,2.1852,4.2842e-8,0.08967,-1.6106e-4,5.6305,0,21.897,0.05764,53.728,41.286,6.2214,0.19577,4438747,0,2.8923,1.1507,1.1664,0.77874,0.247,0.12498,0.53881,3.3384,1.4382e-4,0,0,0,0,0.013703,8.1122e-4,2,3.1416,-66.258,0.1562,NaN,247.41,6.5987,1035.8,0.05,0.1502
44.241,20554,-189.98,-0.86974,201.69,0.86974,3969.3,5.7631,3969.3,0.083189,67.723,2.385e-4,28.61,-80.588,0.99656,2.0415,4.2902e-8,0.11195,-1.8378e-4,5.6305,0,21.897,0.05764,53.878,41.286,6.296,0.19701,4468394,0,2.9258,1.1508,1.1645,0.7787,0.24704,0.12505,0.49906,3.1211,-4.5469e-5,0,0,0,0,0.021087,8.1638e-4,2,3.1416,-66.547,0.15751,NaN,247.43,6.6013,1035.8,0.05,0.15031
44.291,20544,-191.38,-0.87077,203.01,0.87078,3972.7,5.7734,3972.7,0.083266,67.719,0.0047307,28.61,-80.588,0.99656,1.8121,4.264e-8,0.13253,-2.196e-4,5.6305,0,21.897,0.05764,54.121,41.286,6.4177,0.19829,4498794,0,2.9582,1.1509,1.1618,0.77866,0.24709,0.12511,0.43689,2.7743,-3.1135e-4,0,0,0,0,0.029171,8.2154e-4,2,3.1416,-66.898,0.15886,NaN,247.45,6.604,1035.8,0.05,0.15043
44.341,20535,-192.78,-0.8719,204.33,0.87196,3976.1,5.7836,3976.1,0.083343,67.707,0.0098537,28.61,-80.588,0.99657,1.5703,4.2717e-8,0.15082,-2.6198e-4,5.6305,0,21.897,0.05764,54.385,41.286,6.5497,0.19952,4527909,0,2.9894,1.1509,1.1592,0.77862,0.24713,0.12517,0.37301,2.4059,-2.9351e-4,0,0,0,0,0.037309,8.267e-4,2,3.1416,-67.304,0.16023,NaN,247.47,6.6067,1035.9,0.05,0.15054
44.391,20525,-194.19,-0.87339,205.65,0.87353,3979.4,5.7939,3979.4,0.08342,67.687,0.015949,28.61,-80.588,0.99657,1.2844,4.2633e-8,0.16647,-3.2405e-4,5.6305,0,21.897,0.05764,54.708,41.286,6.7111,0.20073,4556932,0,3.0204,1.151,1.1566,0.77858,0.24718,0.12524,0.29969,1.9665,4.9813e-4,0,0,0,0,0.044906,8.3186e-4,2,3.1416,-67.759,0.16158,NaN,247.49,6.6094,1035.9,0.05,0.15066
44.441,20515,-195.59,-0.87487,206.96,0.87515,3982.8,5.8042,3982.8,0.083497,67.656,0.022299,28.61,-80.588,0.99657,0.98311,4.2697e-8,0.17902,-4.1832e-4,5.6305,0,21.897,0.05764,55.061,41.286,6.8877,0.20192,4585249,0,3.0515,1.1511,1.1544,0.77855,0.24722,0.1253,0.22504,1.4991,-3.5236e-4,0,0,0,0,0.051316,8.3701e-4,2,3.1416,-68.255,0.1629,NaN,247.51,6.6121,1036,0.05,0.15077
44.491,20506,-197,-0.87683,208.28,0.87736,3986.2,5.8145,3986.2,0.083574,67.614,0.030507,28.61,-80.588,0.99657,0.59769,4.2816e-8,0.18785,-7.0232e-4,5.6305,0,21.897,0.05764,55.533,41.286,7.1238,0.20318,4615249,0,3.0855,1.1511,1.1524,0.77851,0.24727,0.12537,0.13342,0.8945,4.6866e-4,0,0,0,0,0.055802,8.4216e-4,2,3.1416,-68.781,0.16416,NaN,247.52,6.6148,1036,0.05,0.15089
44.541,20496,-198.41,-0.87831,209.6,0.87914,3989.6,5.8248,3989.6,0.083651,67.559,0.038059,28.61,-80.588,0.99657,0.23311,4.2804e-8,0.1923,-0.0017522,5.6305,0,21.897,0.05764,56.003,41.286,7.3586,0.20438,4644110,0,3.1209,1.1512,1.1514,0.77847,0.24731,0.12543,0.050788,0.31576,-2.1432e-4,0,0,0,0,0.057786,8.473e-4,2,3.1416,-69.327,0.16532,NaN,247.54,6.6175,1036,0.05,0.151
44.591,20486,-199.83,-0.87911,210.92,0.88022,3993,5.8351,3993,0.083729,67.492,0.044199,28.61,-80.588,0.99657,0.074233,4.2889e-8,-0.19272,-0.0049189,5.6305,0,21.897,0.05764,56.215,41.286,7.4646,0.20551,4671090,0,3.1563,1.1513,1.1513,0.77843,0.24735,0.12549,0.016,0.17689,-4.0165e-4,0,0,0,0,-0.057403,8.5244e-4,2,3.1416,-69.88,0.16639,NaN,247.56,6.6203,1036.1,0.05,0.15115
44.641,20476,-201.24,-0.88026,212.24,0.88182,3996.3,5.8454,3996.3,0.083806,67.415,0.052394,28.61,-80.588,0.99657,0.45179,4.2849e-8,-0.18922,-7.8196e-4,5.6305,0,21.897,0.05764,55.719,41.286,7.2166,0.20673,4700353,0,3.1974,1.1513,1.1521,0.77839,0.2474,0.12556,0.09989,0.77524,4.2087e-4,0,0,0,0,-0.054677,8.5758e-4,2,3.1416,-70.428,0.16731,NaN,247.58,6.6231,1036.1,0.05,0.15127
44.691,20466,-202.66,-0.88149,213.55,0.88367,3999.7,5.8557,3999.7,0.083883,67.323,0.061936,28.61,-80.588,0.99657,0.85108,4.2702e-8,-0.18085,-4.2024e-4,5.6305,0,21.897,0.05764,55.221,41.286,6.9676,0.208,4730824,0,3.2435,1.1514,1.1539,0.77835,0.24745,0.12562,0.19317,1.3948,1.5281e-4,0,0,0,0,-0.049337,8.627e-4,2,3.1416,-70.959,0.16805,NaN,247.6,6.6259,1036.1,0.05,0.15138
44.741,20455,-204.08,-0.88212,214.86,0.88491,4003.1,5.866,4003.1,0.08396,67.217,0.070136,28.61,-80.588,0.99657,1.17,4.2802e-8,-0.16802,-2.8627e-4,5.6305,0,21.897,0.05764,54.841,41.286,6.7779,0.20921,4759851,0,3.2891,1.1515,1.1562,0.77831,0.24749,0.12569,0.27107,1.8795,-1.8364e-4,0,0,0,0,-0.042089,8.6782e-4,2,3.1416,-71.46,0.16857,NaN,247.62,6.6287,1036.2,0.05,0.15149
44.791,20445,-205.5,-0.88227,216.18,0.88565,4006.4,5.8764,4006.4,0.084037,67.098,0.077226,28.61,-80.587,0.99657,1.4276,4.3085e-8,-0.15164,-2.1314e-4,5.6305,0,21.897,0.05764,54.546,41.286,6.6303,0.21039,4788326,0,3.3344,1.1516,1.1585,0.77827,0.24754,0.12575,0.33615,2.2629,6.811e-5,0,0,0,0,-0.033898,8.7292e-4,2,3.1416,-71.918,0.16884,NaN,247.64,6.6316,1036.2,0.05,0.15161
44.841,20435,-206.92,-0.88215,217.48,0.88613,4009.8,5.8867,4009.8,0.084115,66.968,0.083881,28.61,-80.587,0.99657,1.6524,4.3235e-8,-0.13225,-1.6924e-4,5.6305,0,21.897,0.05764,54.296,41.286,6.5053,0.2116,4817366,0,3.381,1.1516,1.1608,0.77823,0.24758,0.12582,0.39456,2.5927,-2.6916e-4,0,0,0,0,-0.025487,8.7801e-4,2,3.1416,-72.326,0.16887,NaN,247.66,6.6345,1036.3,0.05,0.15172
44.891,20424,-208.34,-0.88154,218.79,0.88601,4013.1,5.897,4013.1,0.084192,66.829,0.088921,28.61,-80.587,0.99658,1.8098,4.3098e-8,-0.11036,-1.3671e-4,5.6305,0,21.897,0.05764,54.125,41.286,6.4199,0.2128,4846166,0,3.4262,1.1517,1.1626,0.77819,0.24763,0.12589,0.43633,2.8184,-1.8822e-4,0,0,0,0,-0.017546,8.8309e-4,2,3.1416,-72.674,0.16866,NaN,247.69,6.6373,1036.3,0.05,0.15184
44.941,20414,-209.75,-0.88029,220.1,0.88501,4016.5,5.9073,4016.5,0.084269,66.684,0.091307,28.61,-80.587,0.99658,1.8727,4.3197e-8,-0.086919,-1.1298e-4,5.6305,0,21.897,0.05764,54.058,41.286,6.3863,0.21395,4874093,0,3.4674,1.1518,1.1634,0.77816,0.24768,0.12595,0.45324,2.9057,4.4594e-4,0,0,0,0,-0.010767,8.8817e-4,2,3.1416,-72.956,0.16824,NaN,247.71,6.6403,1036.4,0.05,0.15195
44.991,20403,-211.17,-0.87888,221.4,0.88382,4019.8,5.9176,4019.8,0.084346,66.535,0.093249,28.61,-80.587,0.99658,1.9138,4.2594e-8,-0.062691,-9.9376e-5,5.6305,0,21.897,0.05764,54.015,41.286,6.3645,0.21516,4903345,0,3.5101,1.1519,1.164,0.77811,0.24772,0.12602,0.46436,2.9606,4.8705e-4,0,0,0,0,-0.0055377,8.9324e-4,2,3.1416,-73.171,0.16764,NaN,247.73,6.6432,1036.4,0.05,0.1521
45.041,20393,-212.58,-0.8771,222.71,0.88207,4023.1,5.9279,4023.1,0.084423,66.385,0.093506,28.61,-80.587,0.99658,1.8965,4.235e-8,-0.038019,-9.3628e-5,5.6305,0,21.897,0.05764,54.033,41.286,6.3738,0.21639,4932891,0,3.5513,1.1519,1.1639,0.77807,0.24777,0.12609,0.45967,2.9314,-2.8138e-4,0,0,0,0,-0.0020135,8.983e-4,2,3.1416,-73.315,0.16689,NaN,247.75,6.6461,1036.4,0.05,0.15222
45.091,20382,-213.99,-0.8754,224.01,0.88047,4026.4,5.9382,4026.4,0.084499,66.234,0.094393,28.61,-80.587,0.99658,1.8916,4.1801e-8,-0.013279,-9.2701e-5,5.6305,0,21.897,0.05764,54.039,41.286,6.3765,0.21771,4964789,0,3.5966,1.152,1.1639,0.77803,0.24782,0.12616,0.45836,2.923,-9.2083e-5,0,0,0,0,-2.4261e-4,9.0336e-4,2,3.1416,-73.389,0.16604,NaN,247.77,6.6491,1036.5,0.05,0.15233
45.141,20371,-215.4,-0.87321,225.31,0.87815,4029.7,5.9484,4029.7,0.084576,66.083,0.092996,28.61,-80.587,0.99658,1.8123,4.1945e-8,0.011328,-9.1753e-5,5.6305,0,21.897,0.05764,54.124,41.286,6.4191,0.21903,4996520,0,3.6392,1.1521,1.163,0.77798,0.24788,0.12624,0.43702,2.8049,1.7536e-4,0,0,0,0,1.7445e-4,9.0841e-4,2,3.1416,-73.391,0.16512,NaN,247.79,6.6521,1036.5,0.05,0.15244
45.191,20361,-216.8,-0.87067,226.6,0.87532,4033,5.9587,4033,0.084653,65.935,0.09011,28.61,-80.587,0.99658,1.6829,4.2531e-8,0.034852,-9.1666e-5,5.6305,0,21.897,0.05764,54.264,41.286,6.4892,0.22037,5028729,0,3.6811,1.1522,1.1617,0.77794,0.24793,0.12631,0.40264,2.611,4.0209e-4,0,0,0,0,0.001631,9.1347e-4,2,3.1416,-73.325,0.16416,NaN,247.81,6.6551,1036.6,0.05,0.15256
45.241,20350,-218.2,-0.86754,227.9,0.87166,4036.3,5.969,4036.3,0.084729,65.794,0.084705,28.61,-80.587,0.99658,1.4722,4.2817e-8,0.056458,-9.4413e-5,5.6305,0,21.897,0.05764,54.498,41.286,6.606,0.22168,5060361,0,3.72,1.1523,1.1596,0.77789,0.24798,0.12639,0.34766,2.2921,-3.5163e-4,0,0,0,0,0.0042293,9.1852e-4,2,3.1416,-73.193,0.1632,NaN,247.83,6.6581,1036.6,0.05,0.15267
45.291,20339,-219.59,-0.86322,229.2,0.86641,4039.6,5.9792,4039.6,0.084806,65.666,0.074303,28.61,-80.587,0.99658,1.0992,4.3452e-8,0.074437,-1.213e-4,5.6305,0,21.897,0.05764,54.926,41.286,6.8203,0.22285,5088810,0,3.751,1.1523,1.1565,0.77785,0.24803,0.12646,0.25356,1.7216,-1.9461e-4,0,0,0,0,0.0072744,9.2357e-4,2,3.1416,-73.005,0.16226,NaN,247.85,6.6612,1036.6,0.05,0.15279
45.341,20328,-220.98,-0.85856,230.49,0.8609,4042.9,5.9894,4042.9,0.084882,65.555,0.063366,28.61,-80.587,0.99658,0.69364,4.3198e-8,0.087076,-1.8773e-4,5.6305,0,21.897,0.05764,55.416,41.286,7.0654,0.22402,5117440,0,3.7846,1.1524,1.1541,0.77781,0.24808,0.12652,0.15586,1.0912,-4.6776e-5,0,0,0,0,0.0098493,9.2863e-4,2,3.1416,-72.772,0.1614,NaN,247.88,6.6642,1036.7,0.05,0.1529
45.391,20317,-222.35,-0.85469,231.79,0.85657,4046.2,5.9997,4046.2,0.084958,65.459,0.056717,28.61,-80.587,0.99659,0.41754,4.3118e-8,0.094881,-2.4326e-4,5.6305,0,21.897,0.05764,55.765,41.286,7.2399,0.22539,5150504,0,3.8295,1.1525,1.1531,0.77776,0.24813,0.1266,0.092128,0.65495,1.4755e-4,0,0,0,0,0.011552,9.3369e-4,2,3.1416,-72.511,0.16069,NaN,247.9,6.6673,1036.7,0.05,0.15301
45.441,20306,-223.72,-0.85008,233.08,0.85142,4049.4,6.0099,4049.4,0.085034,65.374,0.047823,28.61,-80.587,0.99659,0.055502,4.3116e-8,0.09835,-0.00162,5.6305,0,21.897,0.05764,56.243,41.286,7.4787,0.22667,5181414,0,3.8729,1.1526,1.1526,0.77772,0.24819,0.12668,0.011951,0.077592,-3.8897e-4,0,0,0,0,0.012272,9.3874e-4,2,3.1416,-72.233,0.16011,NaN,247.92,6.6704,1036.8,0.05,0.15317
45.491,20294,-225.09,-0.845,234.37,0.84586,4052.7,6.0201,4052.7,0.085111,65.305,0.038098,28.61,-80.587,0.99659,0.33472,4.3081e-8,-0.096158,-2.5792e-4,5.6305,0,21.897,0.05764,55.873,41.286,7.2936,0.2279,5211392,0,3.9185,1.1527,1.1531,0.77767,0.24824,0.12675,0.073449,0.54693,-4.7064e-4,0,0,0,0,-0.011603,9.438e-4,2,3.1416,-71.953,0.15966,NaN,247.94,6.6735,1036.8,0.05,0.15328
45.541,20283,-226.44,-0.8394,235.66,0.83985,4056,6.0304,4056,0.085187,65.252,0.027462,28.61,-80.587,0.99659,0.72957,4.3037e-8,-0.088069,-1.2451e-4,5.6305,0,21.897,0.05764,55.373,41.286,7.0435,0.2291,5240621,0,3.9669,1.1527,1.1546,0.77763,0.24829,0.12682,0.16433,1.1673,-7.3783e-6,0,0,0,0,-0.0096309,9.4884e-4,2,3.1416,-71.687,0.15938,NaN,247.97,6.6767,1036.9,0.05,0.15339
45.591,20272,-227.79,-0.83465,236.94,0.8349,4059.2,6.0406,4059.2,0.085263,65.215,0.020276,28.61,-80.587,0.99659,0.99075,4.2595e-8,-0.074884,-7.5197e-5,5.6305,0,21.897,0.05764,55.056,41.286,6.8851,0.23041,5272647,0,4.0202,1.1528,1.1562,0.77758,0.24834,0.1269,0.22698,1.57,-3.0858e-4,0,0,0,0,-0.006883,9.5388e-4,2,3.1416,-71.453,0.15926,NaN,247.99,6.6798,1036.9,0.05,0.15351
45.641,20260,-229.13,-0.82964,238.22,0.82973,4062.5,6.0508,4062.5,0.085338,65.188,0.012396,28.61,-80.587,0.99659,1.2567,4.2498e-8,-0.057829,-5.5765e-5,5.6305,0,21.897,0.05764,54.744,41.286,6.7293,0.23166,5303112,0,4.0731,1.1529,1.1583,0.77754,0.24839,0.12698,0.29283,1.9747,4.5319e-4,0,0,0,0,-0.0040603,9.5891e-4,2,3.1416,-71.262,0.15928,NaN,248.01,6.683,1037,0.05,0.15362
45.691,20249,-230.46,-0.8258,239.5,0.82584,4065.8,6.0611,4065.8,0.085414,65.172,0.0080988,28.61,-80.587,0.99659,1.4009,4.2805e-8,-0.037386,-4.4135e-5,5.6305,0,21.897,0.05764,54.58,41.286,6.647,0.23299,5335398,0,4.1267,1.153,1.1597,0.77749,0.24845,0.12706,0.32942,2.1908,-2.2566e-4,0,0,0,0,-0.0016776,9.6393e-4,2,3.1416,-71.125,0.15945,NaN,248.03,6.6862,1037,0.05,0.15373
